_id,telegramId,gameId,headquarter.level,$SEYA
671d25efb93060885e3b471c,b6113817690,212089555,17,20000
671d2869b93060885e3b4742,b6753492750,281923330,17,20000
671d28aab93060885e3b4762,b4256141240,465578703,17,20000
671d294ab93060885e3b4764,b4672268530,231134219,17,20000
671d2995b93060885e3b4782,b1606249230,763979245,17,20000
671d2ab5b93060885e3b47a2,b3025641710,673327162,17,20000
671d2abeb93060885e3b47a8,b8343223750,376408705,17,20000
671d2fecb93060885e3cf64f,b1154684480,528508571,17,20000
671d300fb93060885e3cf669,b7284544470,720961462,17,20000
671d305bb93060885e3cf66d,b5884640750,733645333,17,20000
671dab9ab93060885e3cf68b,b6501685769,376735934,17,20000
671dacbab93060885e3cf6a7,b6775264830,403546122,17,20000
671daccfb93060885e3cf6b5,b8391111350,324158729,17,20000
671dacdbb93060885e3cf6bd,b7542673290,539750169,17,20000
671dad42b93060885e3cf6cd,b6118341480,214862263,17,20000
671dad58b93060885e3cf6db,b5295781360,133762642,17,20000
671dae28b93060885e3cf709,b1624490830,926851092,17,20000
671daf8bb93060885e3cf737,b4031070050,673310769,17,20000
671dafabb93060885e3cf74f,b2698707730,351019051,17,20000
671dafb7b93060885e3cf759,b9338768500,106439688,17,20000
671dafb9b93060885e3cf75b,b7645513130,143541432,17,20000
671db0feb93060885e3cf785,b9233906630,172504691,17,20000
671db109b93060885e3cf78d,b8228174730,889512157,17,20000
671db123b93060885e3cf79d,b7671404050,611927499,17,20000
671db126b93060885e3cf79f,b5152575370,172244758,17,20000
671db129b93060885e3cf7a1,b7993125330,590298672,17,20000
671dff4db93060885e3ea91c,b2749947400,858686090,17,20000
671e011d0e2e5886312d334b,b3073466410,396234373,17,20000
671f0a1286d0f3aa8f893162,b2754219110,391392254,17,20000
671f166d86d0f3aa8f893a10,b9138800510,534206315,17,20000
671f174286d0f3aa8f8aeef5,b5093136780,262333928,17,20000
671f1a8b86d0f3aa8f8af0ad,b8528913160,552311613,17,20000
671f1dd486d0f3aa8f8af1d6,b1452871100,725700724,17,20000
671f38b386d0f3aa8f8af50f,b8004942130,212824501,17,20000
671f3f4c86d0f3aa8f8af675,b4969775930,755853247,17,20000
671f53a25d02566ffb849246,b6981210960,840577121,17,20000
672065f2ee9204b64d6a3fad,b4333310119,575966118,17,20000
672098d3ee9204b64d6c0dba,b7715302039,825645910,17,20000
6713c2d554be8b92cc1e9f9f,7039867779,294272668,16,10000
671457ff54be8b92cc2bff23,6286082548,439568050,16,10000
671464f654be8b92cc2d6d2a,2057069548,564745916,16,10000
67159a92902cdac5f37a89fc,6483785657,618948741,16,10000
671696f4d741ca6631a309ae,b4883216529,187747526,16,10000
67169774d741ca6631a309b2,b3474206087,351010925,16,10000
67169863d741ca6631a309c8,b5579430919,993525594,16,10000
6716987cd741ca6631a309ca,b6114062340,795148230,16,10000
671698ead741ca6631a309ce,b2120688970,213646894,16,10000
67169a47d741ca6631a309de,b9811163196,164991426,16,10000
671744cfff9afb013284409b,b1985819560,899087049,16,10000
67174533ff9afb01328440a3,b8830755880,673360569,16,10000
67175951ff9afb01328440dd,b7895375359,588786261,16,10000
67175be0ff9afb01328440eb,b7203238389,688627153,16,10000
67175e88ff9afb01328440fb,b9699368569,790083054,16,10000
67175e8eff9afb01328440ff,b6828714598,280523774,16,10000
67175f0cff9afb0132844101,b7941104339,705730425,16,10000
671761bfff9afb0132844113,b2380568909,292677428,16,10000
6717679cff9afb013284411d,b8952296317,227875785,16,10000
671768f7ff9afb0132844121,b1012333649,250633673,16,10000
67176b78ff9afb013284413d,b2378529719,250010766,16,10000
67176bd1ff9afb0132844145,b1279513490,146611948,16,10000
67176ca0ff9afb013284414f,b5930839749,927279067,16,10000
67176d8dff9afb013284415b,b7646778085,533245809,16,10000
67176df7ff9afb013284415f,b2650595440,367864192,16,10000
6717d1c5ff9afb0132844175,b1488060734,636639787,16,10000
6717d1e9ff9afb013284418b,b2405335379,140352322,16,10000
6717d660ff9afb01328441ad,b4472398598,428758235,16,10000
6717d667ff9afb01328441b1,b2186058979,441774911,16,10000
6717d67bff9afb01328441bb,b1806987369,328661434,16,10000
67186d0bd1ef0d7c09a9116c,b1697157448,748462883,16,10000
67186d1fd1ef0d7c09a91172,b6803704719,241825908,16,10000
671870d1d1ef0d7c09a91184,b7457020779,379057544,16,10000
671870e1d1ef0d7c09a9118e,b9620721839,516375798,16,10000
67187393d1ef0d7c09a911a6,b5776579850,369995060,16,10000
67187396d1ef0d7c09a911a8,b5304143420,921354183,16,10000
6718739ed1ef0d7c09a911ae,b8720184949,143209259,16,10000
6718779ed1ef0d7c09a911e0,b4234047259,295095430,16,10000
6718792fd1ef0d7c09a911fa,b9971969629,935254781,16,10000
6718793ed1ef0d7c09a91204,b2305791859,593172273,16,10000
67187a3ed1ef0d7c09a9120a,b1717407610,941157265,16,10000
67187c00d1ef0d7c09a91226,b7657517599,414984500,16,10000
67187c03d1ef0d7c09a91228,b4115868680,311146705,16,10000
6718a412d1ef0d7c09a9123a,b6547978669,204751994,16,10000
6718a416d1ef0d7c09a9123c,b8851456529,822627806,16,10000
6718abb9d1ef0d7c09a9124a,b2199959739,812244737,16,10000
6719c5184d9b45c63120dc38,b2486195409,804798162,16,10000
6719cb7b4d9b45c63120dc5a,b8576108770,781777144,16,10000
6719cb974d9b45c63120dc5e,b4342967448,924868561,16,10000
6719f2214d9b45c63120dc80,b3768499170,182188609,16,10000
6719f2314d9b45c63120dc84,b5241429280,688093002,16,10000
6719f23d4d9b45c63120dc88,b2187020080,945584093,16,10000
6719f39b4d9b45c63120dc90,b4009846420,557222039,16,10000
6719fb094d9b45c63120dca6,b8345378999,904876012,16,10000
6719fced4d9b45c63120dcae,b1070301118,351903632,16,10000
6719fd964d9b45c63120dcb8,b2416270590,428305844,16,10000
6719fdbb4d9b45c63120dcc4,b4830798340,689989314,16,10000
6719fe734d9b45c63120dcd8,b2965472049,466314464,16,10000
671a00294d9b45c63120dcf2,b6545965319,995087895,16,10000
671a004d4d9b45c63120dd00,b2550469188,250861048,16,10000
671a01154d9b45c63120dd16,b6192425849,292648792,16,10000
671a01184d9b45c63120dd18,b1646268088,216166165,16,10000
671a012f4d9b45c63120dd24,b8549229639,115389740,16,10000
671a02154d9b45c63120dd38,b9225263360,707829032,16,10000
671a02f04d9b45c63120dd60,b2186473329,472369862,16,10000
671a02ff4d9b45c63120dd6a,b3851896610,810660394,16,10000
671a04734d9b45c63120dda0,b1620798789,744756395,16,10000
671a04d74d9b45c63120ddb8,b1568050568,425515594,16,10000
671a055a4d9b45c63120ddce,b1300151579,976437620,16,10000
671a06de4d9b45c63120de1c,b6158345849,534016618,16,10000
671a06e74d9b45c63120de22,b3215571780,497312626,16,10000
671a07704d9b45c63120de3e,b6588236779,311342559,16,10000
671a07a04d9b45c63120de5a,b5941675520,107077048,16,10000
671a08664d9b45c63120de74,b3666456799,818087920,16,10000
671a08ee4d9b45c63120de86,b6080890289,686123191,16,10000
671a09014d9b45c63120de90,b9297762900,710855786,16,10000
671a09244d9b45c63120dea6,b5768376449,361873211,16,10000
671a0a5d4d9b45c63120deda,b8764838730,703738080,16,10000
671a0b9d4d9b45c63120df18,b2842412130,278347346,16,10000
671a0ba34d9b45c63120df1c,b6650971269,323111260,16,10000
671a0dd84d9b45c63120df6a,b5778143538,240090535,16,10000
671a3a873d3b330ada1280a4,7038863535,750749625,16,10000
671b04394d9b45c63120df94,b4175721529,856142101,16,10000
671b046c4d9b45c63120dfb0,b7680389319,691998765,16,10000
671b04fe4d9b45c63120dfbc,b2204251019,854048423,16,10000
671b050a4d9b45c63120dfc4,b9339662739,396763896,16,10000
671b05204d9b45c63120dfd2,b2042025249,562732374,16,10000
671b05994d9b45c63120dff0,b4918019709,712245227,16,10000
671b06894d9b45c63120e026,b4560012508,330778908,16,10000
671b0aac4d9b45c63120e032,b7180866360,131523299,16,10000
671b0c2f4d9b45c63120e052,b3029292639,181942797,16,10000
671b0c684d9b45c63120e076,b2048907009,534767837,16,10000
671b0de14d9b45c63120e090,b7943330159,230741239,16,10000
671b0ff84d9b45c63120e0ac,b5412232756,481436875,16,10000
671b100d4d9b45c63120e0ba,b4215269539,377582507,16,10000
671b12e74d9b45c63120e0f6,b4190281506,402195119,16,10000
671b13074d9b45c63120e10a,b9242635580,775764734,16,10000
671b150b4d9b45c63120e11c,b4908220860,850347903,16,10000
671b15224d9b45c63120e12a,b8276516805,782600746,16,10000
671b16214d9b45c63120e144,b9246150159,882435230,16,10000
671b162a4d9b45c63120e14a,b3661457429,445086551,16,10000
671b16bc4d9b45c63120e164,b8550125209,956571218,16,10000
671b17114d9b45c63120e17c,b9417331909,176761608,16,10000
671b18184d9b45c63120e1a0,b8803735797,514422477,16,10000
671b18e74d9b45c63120e1bc,b7020858989,157430056,16,10000
671c81686604ba5918ca9bb9,1527699379,530727981,16,10000
671caeea6604ba5918e79a12,6315543946,963568670,16,10000
671cb1b5136217b97e52d7bc,b7368843190,132971907,16,10000
671cb27e136217b97e52d7c4,b1147931819,467970779,16,10000
671cb365136217b97e52d7ee,b9062939190,584103455,16,10000
671cc400136217b97e52d820,b1749003657,590647468,16,10000
671cc553136217b97e52d84e,b4130805409,856174097,16,10000
671cc559136217b97e52d852,b1772602249,216450848,16,10000
671cc567136217b97e52d85c,b3052095958,319670201,16,10000
671cc569136217b97e52d85e,b6788267090,441254816,16,10000
671d2600b93060885e3b4728,b6388500848,693696015,16,10000
671d285fb93060885e3b473c,b9769581308,649942727,16,10000
671d2872b93060885e3b4744,b6336759009,432520892,16,10000
671d288ab93060885e3b474c,b8194321559,772475130,16,10000
671d2969b93060885e3b4776,b5522736127,891249778,16,10000
671d2985b93060885e3b477e,b5131057179,851476642,16,10000
671d2fe7b93060885e3cf64d,b2863846929,610132703,16,10000
671d3002b93060885e3cf65f,b7234602330,395058359,16,10000
671d3004b93060885e3cf661,b5580776248,436157181,16,10000
671d3088b93060885e3cf673,b5928118425,453896997,16,10000
671dacb1b93060885e3cf6a1,b4740764000,345776882,16,10000
671dacb4b93060885e3cf6a3,b2874182208,319426479,16,10000
671dacbdb93060885e3cf6a9,b2946665240,959691369,16,10000
671dacc0b93060885e3cf6ab,b9557053529,439996060,16,10000
671dacc6b93060885e3cf6af,b4976580709,266618851,16,10000
671dacd8b93060885e3cf6bb,b9260922029,304479973,16,10000
671dad60b93060885e3cf6e1,b5326064739,947433785,16,10000
671dad65b93060885e3cf6e5,b3386000359,337927714,16,10000
671dae06b93060885e3cf6f1,b5265643579,819394165,16,10000
671dae0db93060885e3cf6f7,b5827302600,159903610,16,10000
671dae25b93060885e3cf707,b4449763160,898160574,16,10000
671daeefb93060885e3cf717,b9671159609,193432188,16,10000
671daef5b93060885e3cf71b,b1300380310,675013121,16,10000
671dafabb93060885e3cf751,b2591396300,351431840,16,10000
671db089b93060885e3cf77f,b2834960909,595516395,16,10000
671db11bb93060885e3cf797,b7710041729,836773204,16,10000
671db11db93060885e3cf799,b6626118148,150882715,16,10000
671dfad0b93060885e3ea8ca,b6333156969,429194843,16,10000
671dfb11b93060885e3ea8de,b1881550479,957163584,16,10000
671dfbd6b93060885e3ea910,b5333988069,101675995,16,10000
671dff6db93060885e3ea932,b8635073519,305788616,16,10000
671e01050e2e5886312d32f3,b3237030658,306041179,16,10000
671e01130e2e5886312d332a,b3443413265,255434382,16,10000
671e011a0e2e5886312d3340,b3819252949,292757367,16,10000
671e01c60e2e5886312d33a3,b3131513379,492320888,16,10000
671e01c80e2e5886312d33ae,b2527898200,329323897,16,10000
671e01d40e2e5886312d33da,b7105332608,778688183,16,10000
671e01e50e2e5886312d341c,b4600886978,195640001,16,10000
671e04210e2e5886312d35be,b6697003980,422585531,16,10000
671e04320e2e5886312d3600,b3357888960,787987760,16,10000
671efc3086d0f3aa8f89300d,b2051344020,563283227,16,10000
671f07fc86d0f3aa8f893091,b4083087560,712772274,16,10000
671f081486d0f3aa8f8930e9,b3857252620,436221725,16,10000
671f0d1086d0f3aa8f893438,b3548998360,925344090,16,10000
671f0e4e86d0f3aa8f89356c,b5520357190,421639417,16,10000
671f0e5d86d0f3aa8f8935a3,b2934638160,292780362,16,10000
671f0e6a86d0f3aa8f8935da,b3767445960,357701836,16,10000
671f0e7386d0f3aa8f8935fb,b8298427969,488848408,16,10000
671f0f4186d0f3aa8f8936e2,b5946554320,610513478,16,10000
671f0fe486d0f3aa8f893703,b6969198960,704796414,16,10000
671f13c586d0f3aa8f8938b0,b8312203980,524982722,16,10000
671f146086d0f3aa8f89391e,b4826968990,712500876,16,10000
671f146586d0f3aa8f893934,b6048165019,504561730,16,10000
671f146d86d0f3aa8f893955,b5892846069,484468769,16,10000
671f147686d0f3aa8f893976,b4029923100,166235111,16,10000
671f148886d0f3aa8f8939c3,b7116508380,752159583,16,10000
671f168e86d0f3aa8f893a73,b3674977210,617621389,16,10000
671f169486d0f3aa8f893a89,b4244414360,374060362,16,10000
671f174586d0f3aa8f8aef00,b5326215710,745428992,16,10000
671f174786d0f3aa8f8aef0b,b6038288550,270234202,16,10000
671f175386d0f3aa8f8aef37,b1280935680,603826142,16,10000
671f175986d0f3aa8f8aef4d,b5780577000,238158712,16,10000
671f176886d0f3aa8f8aef84,b9675691370,643103757,16,10000
671f1a9e86d0f3aa8f8af0fa,b5570341580,639460532,16,10000
671f1db886d0f3aa8f8af168,b4743181260,633718056,16,10000
671f1dd286d0f3aa8f8af1cb,b3014396780,295885707,16,10000
671f1e8186d0f3aa8f8af2a7,b2831694500,199988450,16,10000
671f1f3b86d0f3aa8f8af336,b7041626870,819276122,16,10000
671f1f4b86d0f3aa8f8af378,b2330768009,752645657,16,10000
671f381e86d0f3aa8f8af43e,b4860133310,224462987,16,10000
671f389486d0f3aa8f8af4a1,b3601994950,830748466,16,10000
671f38c586d0f3aa8f8af551,b1041426190,887012846,16,10000
671f393d86d0f3aa8f8af5b4,b7032275620,760401364,16,10000
671f394286d0f3aa8f8af5ca,b5048577070,993319842,16,10000
671f405586d0f3aa8f8af7a9,b4374346480,293540584,16,10000
671f410a86d0f3aa8f8af87a,b1384783230,121868626,16,10000
671f412f86d0f3aa8f8af8d2,b3257870140,768420407,16,10000
671f4d3b5d02566ffb848db8,b3831957769,904246603,16,10000
671f4e445d02566ffb848e9f,b2931265790,533859739,16,10000
671f4ece5d02566ffb848f44,b6072417509,264939991,16,10000
671f4f5e5d02566ffb848fff,b2780798750,836212228,16,10000
671f4f6a5d02566ffb84902b,b6094445040,563079643,16,10000
671f4fa05d02566ffb8490af,b3121822030,573039406,16,10000
671f52c65d02566ffb8490c5,b5244826000,672077687,16,10000
671f52d05d02566ffb8490f1,b9981653290,593991927,16,10000
671f52d35d02566ffb8490fc,b4343332660,624135784,16,10000
671f52e15d02566ffb849133,b1512285280,417210113,16,10000
671f53935d02566ffb849204,b9055056840,172850698,16,10000
6720652aee9204b64d6a3ebb,b2623998889,198349920,16,10000
672065e7ee9204b64d6a3f81,b5564620878,296131182,16,10000
67206671ee9204b64d6a405d,b3568709140,162705189,16,10000
672067c2ee9204b64d6a41a7,b7616324411,978238132,16,10000
67206b41ee9204b64d6a450c,b6074938158,375993725,16,10000
67206bd1ee9204b64d6a45a6,b5685955121,412847548,16,10000
67206daeee9204b64d6a475e,b9123828165,642253071,16,10000
67206e77ee9204b64d6a4836,b1831652524,422492342,16,10000
67206e77ee9204b64d6a4850,b2392941903,808765287,16,10000
6720a5ebee9204b64d6c139d,b8923493703,308975396,16,10000
6720a5f0ee9204b64d6c13c9,b6760700103,198308031,16,10000
671113e7c6ce77dbb9a46333,1821922420,773447346,15,10000
671333848063bb3d050ed229,1129318811,724434734,15,10000
671350678f1326428fc4a9e0,6833525753,388700875,15,10000
671356308f1326428fc4e595,451172844,457511422,15,10000
6713a9e44a666757b0119bf6,7280256582,529775352,15,10000
671439ea54be8b92cc2956db,1832762671,600274596,15,10000
6714fa212323e3eb966a3bc8,6499675153,443253492,15,10000
6716975dd741ca6631a309b0,b1277900967,339549135,15,10000
67169791d741ca6631a309b4,b2760671988,512342056,15,10000
671697a4d741ca6631a309b6,b8337439507,545107028,15,10000
6716980bd741ca6631a309c0,b6380391767,760332389,15,10000
67169820d741ca6631a309c2,b5504923487,369569554,15,10000
6716999cd741ca6631a309d8,b8226995244,886972360,15,10000
671699b4d741ca6631a309da,b4464078757,448542481,15,10000
67169a9640a460e0e830f6ce,b8270589557,742638826,15,10000
67169ae640a460e0e830f6d2,b1810039804,766091314,15,10000
67169b497ac07c5a55b7d6e5,b6449627154,629216266,15,10000
67169b6a7ac07c5a55b7d6e7,b9786807328,144024227,15,10000
67169b9d7ac07c5a55b7d6e9,b1264892545,776582046,15,10000
67169bba7ac07c5a55b7d6eb,b7967217486,235136623,15,10000
67174494ff9afb0132844095,b2254451397,703726076,15,10000
671744a6ff9afb0132844097,b2743422985,193030965,15,10000
671744bcff9afb0132844099,b5955969459,740776546,15,10000
671744eaff9afb013284409d,b1506698716,836752082,15,10000
67174545ff9afb01328440a5,b2755327994,727076721,15,10000
67174558ff9afb01328440a7,b8319632224,941695674,15,10000
671745b0ff9afb01328440b1,b2383004249,322779142,15,10000
671745e5ff9afb01328440b7,b5284887033,183224938,15,10000
67174665ff9afb01328440c5,b5419702759,878286853,15,10000
671746c5ff9afb01328440cf,b9626987845,747233356,15,10000
671746d8ff9afb01328440d1,b1928171266,528653008,15,10000
671754c4ff9afb01328440d7,b3818255425,968077754,15,10000
67175977ff9afb01328440df,b4139793836,810948609,15,10000
67175a36ff9afb01328440e3,b3547997568,167534415,15,10000
67175b9fff9afb01328440e7,b4777734337,795879234,15,10000
67175c16ff9afb01328440ef,b7810879058,237253228,15,10000
67175cdeff9afb01328440f3,b6833848747,683234014,15,10000
67175ce1ff9afb01328440f5,b5395315316,279122767,15,10000
67175e82ff9afb01328440f9,b2055115445,816578761,15,10000
67175f0fff9afb0132844103,b9008134588,641673688,15,10000
67175f6eff9afb0132844109,b2200062688,609105564,15,10000
67175f72ff9afb013284410b,b1294321159,966318249,15,10000
6717619eff9afb013284410f,b7157492446,958570639,15,10000
671761bbff9afb0132844111,b6540208347,687344150,15,10000
671762dcff9afb013284411b,b8881460107,259551287,15,10000
67176912ff9afb0132844123,b3924541024,228005397,15,10000
67176996ff9afb0132844127,b8742641344,215031420,15,10000
67176af8ff9afb0132844133,b6886282349,987641008,15,10000
67176b39ff9afb0132844139,b1409178315,324592130,15,10000
67176b7cff9afb013284413f,b7770337029,646773535,15,10000
67176bc8ff9afb0132844141,b1205110698,687843807,15,10000
67176bcdff9afb0132844143,b8156401446,235454485,15,10000
67176c34ff9afb0132844149,b2149978435,533947397,15,10000
67176c39ff9afb013284414b,b7754471488,440907002,15,10000
67176c9cff9afb013284414d,b3862692535,914025712,15,10000
67176ca3ff9afb0132844151,b8707202593,991079859,15,10000
67176cf5ff9afb0132844153,b8667390733,798038783,15,10000
67176cfdff9afb0132844157,b8819234832,266064266,15,10000
67176dfaff9afb0132844161,b8336745348,771048224,15,10000
6717d115ff9afb0132844165,b9604744027,823819652,15,10000
6717d119ff9afb0132844167,b3477682126,432309370,15,10000
6717d172ff9afb013284416b,b3904198678,834290612,15,10000
6717d177ff9afb013284416d,b1090965674,280834811,15,10000
6717d17aff9afb013284416f,b4012390737,144146133,15,10000
6717d1bdff9afb0132844171,b8820851135,219877348,15,10000
6717d1c1ff9afb0132844173,b6995078347,156059045,15,10000
6717d1d3ff9afb013284417d,b5309600227,109972979,15,10000
6717d1d6ff9afb013284417f,b7983104754,364116429,15,10000
6717d1e4ff9afb0132844187,b8581486639,531808609,15,10000
6717d1e9ff9afb0132844189,b7845561651,975615843,15,10000
6717d1edff9afb013284418d,b7064500489,796141129,15,10000
6717d206ff9afb013284419b,b8016660257,307385383,15,10000
6717d237ff9afb013284419d,b2776376374,984919746,15,10000
6717d651ff9afb01328441a5,b1089863804,726426624,15,10000
6717d655ff9afb01328441a7,b3359949676,386604157,15,10000
6717d659ff9afb01328441a9,b2191746078,374431882,15,10000
6717d65dff9afb01328441ab,b2955291609,440006293,15,10000
6717d663ff9afb01328441af,b6267699992,615048221,15,10000
6717d66dff9afb01328441b5,b2797798083,466671810,15,10000
6717d674ff9afb01328441b9,b8396344258,522472078,15,10000
6717d67eff9afb01328441bd,b6526919149,262335961,15,10000
6717d687ff9afb01328441c1,b7079921719,715856880,15,10000
6717d68bff9afb01328441c3,b1912334759,742850963,15,10000
6717d691ff9afb01328441c7,b2127192526,779827445,15,10000
6717d694ff9afb01328441c9,b9152817275,566470542,15,10000
6717d6b5ff9afb01328441d5,b7423043305,738065006,15,10000
67186d0fd1ef0d7c09a9116e,b6453123167,828769521,15,10000
67186d19d1ef0d7c09a91170,b2262735107,531932894,15,10000
67186d23d1ef0d7c09a91174,b5314523923,439211241,15,10000
67186d4dd1ef0d7c09a91176,b6246485078,152681641,15,10000
67186d50d1ef0d7c09a91178,b8880166334,854689672,15,10000
671870c2d1ef0d7c09a9117c,b4757338782,144832030,15,10000
671870c5d1ef0d7c09a9117e,b3787289218,379260780,15,10000
671870dbd1ef0d7c09a9118a,b8124248362,772348326,15,10000
67187241d1ef0d7c09a91190,b3143524227,407789741,15,10000
6718724cd1ef0d7c09a91192,b1851283086,788558477,15,10000
6718724fd1ef0d7c09a91194,b1462673745,979218407,15,10000
67187254d1ef0d7c09a91196,b6732665604,886154112,15,10000
6718725ad1ef0d7c09a9119a,b1460362787,441306148,15,10000
67187264d1ef0d7c09a911a0,b4775057885,855938485,15,10000
67187266d1ef0d7c09a911a2,b2068945894,930353456,15,10000
671873a8d1ef0d7c09a911b4,b4473832755,750117039,15,10000
67187488d1ef0d7c09a911c0,b1396735372,456593874,15,10000
